gene.vec	twas.z.u	pval.u	twas.z.p	pval.p	twas.z.cauchy	pval.cauchy
ENSG00000215012	1.12134737022588	0.262140029216288	1.67665979038285	0.0936090277081938	1.47343160458959	0.140634693546878
ENSG00000184470	1.35212335058462	0.176335858584262	0.0356166439607937	0.971588036780226	0.0823921688147727	0.934334863258563
ENSG00000232926	-0.572896803379302	0.566714569110027	-0.219636397321055	0.82615434252345	-0.334127645410055	0.738283239676613
ENSG00000099889	-0.58263530955879	0.560138830268551	-1.81952200008744	0.068831829518002	-1.48754040377206	0.136872140283455
ENSG00000183597	-0.908912577208987	0.363396274282838	-0.379063597583894	0.704640637513006	-0.603669858287251	0.546063157558169
ENSG00000236540	NA	NA	0.105978225942328	0.915599628062677	0.105978225942328	0.915599628062677
ENSG00000128191	-0.685284741957639	0.493164258135139	-0.742888777964029	0.457549020402834	-0.713915882936372	0.475279195389893
ENSG00000128185	1.09871332984173	0.271893126439876	0.806203893872032	0.420125293890117	0.960891983798319	0.336606481796307
ENSG00000206176	0.864109638775799	0.387527664539021	-2.90490484241413	0.00367364769188043	-2.68214434627853	0.0073151888326412
ENSG00000215513	-0.443261228696202	0.657576796024025	1.12677235100247	0.259838743344732	0.777020747611061	0.437146529621587
ENSG00000185252	0.887538710647601	0.374788934451175	0.776332405374265	0.437552744200202	0.832325303015841	0.40522535204716
ENSG00000215493	NA	NA	1.28559519167239	0.198584375714186	1.28559519167239	0.198584375714186
ENSG00000099917	-1.35166057154577	0.176483923740214	-0.729095906137046	0.465942998663415	-1.09457537204589	0.273702710025821
ENSG00000223553	0.122489878693731	0.902511061266004	NA	NA	0.122489878693731	0.902511061266004
ENSG00000099940	NA	NA	-0.331724845910281	0.740097037708119	-0.331724845910281	0.740097037708119
ENSG00000183773	1.01672134090347	0.30928601057301	1.33882328359038	0.1806282090132	1.19734386146491	0.231172555098749
ENSG00000099949	0.922784357899402	0.356119593969231	0.931758402294903	0.351461396679936	0.927278285340429	0.3537820656885
ENSG00000184436	-1.34075503369021	0.180000000000001	-2.40516440665582	0.0161651915290921	-2.17180006684375	0.029870746649736
ENSG00000230513	-1.80471756949945	0.071118889050564	-1.89168984884743	0.0585323166408397	-1.85062887508906	0.06422296269414
ENSG00000169635	NA	NA	NA	NA	NA	NA
ENSG00000206140	NA	NA	NA	NA	NA	NA
ENSG00000183506	-0.341382831067428	0.732815398458175	NA	NA	-0.341382831067428	0.732815398458175
ENSG00000185651	7.09762359230419	1.26920290893112e-12	8.06815386742684	7.13690696678487e-16	7.98313915786275	1.42657920774782e-15
ENSG00000161179	NA	NA	1.67755719183577	0.0934335756952004	1.67755719183577	0.0934335756952004
ENSG00000100023	1.00294806175828	0.315885921564765	0.150619773632046	0.880275662243817	0.331731206665426	0.740092234260041
ENSG00000100034	1.26374660657912	0.20632099097575	2.08553438572911	0.0370208202604444	1.85513025895972	0.0635776277263208
ENSG00000224086	0.114550509553388	0.908801409035107	-0.0497773005878633	0.96029985576071	0.0695168872581761	0.94457819108267
ENSG00000100038	1.10052885243452	0.271101765605087	0.926011407264794	0.35444005207852	1.01713117552285	0.309091031379829
ENSG00000197549	2.76141809824511	0.00575509491499581	0.967530426281437	0.333278938561143	2.53057411462663	0.0113876023795546
ENSG00000211638	0.367210457862926	0.71346203917076	0.681169861987369	0.495764015613105	0.498179949893296	0.618357213114664
ENSG00000182502	1.59750642544654	0.110152866548721	2.79494306968682	0.00519088554571541	2.57825178768439	0.00993016119263125
ENSG00000211639	1.09605500830231	0.273054702346863	1.1999072659242	0.230175357776033	1.14990931956202	0.250181222003818
ENSG00000211640	NA	NA	0.906536926173162	0.364651729229022	0.906536926173162	0.364651729229022
ENSG00000211642	NA	NA	NA	NA	NA	NA
ENSG00000228050	-0.356980558866024	0.72110635992236	-0.225458111041745	0.821622909015661	-0.278544860758281	0.780594133096034
ENSG00000234630	NA	NA	NA	NA	NA	NA
ENSG00000272779	NA	NA	NA	NA	NA	NA
ENSG00000211643	NA	NA	NA	NA	NA	NA
ENSG00000223350	NA	NA	NA	NA	NA	NA
ENSG00000211647	NA	NA	NA	NA	NA	NA
ENSG00000211649	NA	NA	NA	NA	NA	NA
ENSG00000211651	NA	NA	NA	NA	NA	NA
ENSG00000253818	NA	NA	NA	NA	NA	NA
ENSG00000211654	NA	NA	NA	NA	NA	NA
ENSG00000211659	NA	NA	NA	NA	NA	NA
ENSG00000211660	NA	NA	NA	NA	NA	NA
ENSG00000211662	NA	NA	NA	NA	NA	NA
ENSG00000211663	NA	NA	NA	NA	NA	NA
ENSG00000211664	NA	NA	NA	NA	NA	NA
ENSG00000211665	NA	NA	NA	NA	NA	NA
ENSG00000211666	NA	NA	NA	NA	NA	NA
ENSG00000211667	NA	NA	NA	NA	NA	NA
ENSG00000211668	NA	NA	NA	NA	NA	NA
ENSG00000211669	NA	NA	NA	NA	NA	NA
ENSG00000211670	0.500060487998433	0.617032486642194	NA	NA	0.500060487998433	0.617032486642194
ENSG00000211671	NA	NA	NA	NA	NA	NA
ENSG00000253234	NA	NA	NA	NA	NA	NA
ENSG00000211673	NA	NA	NA	NA	NA	NA
ENSG00000211676	NA	NA	NA	NA	NA	NA
ENSG00000211677	NA	NA	1.40771815020901	0.15921454517241	1.40771815020901	0.15921454517241
ENSG00000211678	NA	NA	NA	NA	NA	NA
ENSG00000211679	NA	NA	NA	NA	NA	NA
ENSG00000222037	NA	NA	NA	NA	NA	NA
ENSG00000211685	NA	NA	1.93804221572597	0.0526180723269382	1.93804221572597	0.0526180723269382
ENSG00000100218	NA	NA	NA	NA	NA	NA
ENSG00000128266	NA	NA	NA	NA	NA	NA
ENSG00000186716	0.264300421729772	0.791548435335986	0.795343008474144	0.426414002011654	0.445470875305323	0.655979502758936
ENSG00000230701	0.036507344099903	0.970877822869584	0.670530276246765	0.502519812782192	0.0724093012945291	0.942276182864523
ENSG00000128322	-1.32806092954946	0.184157979265405	NA	NA	-1.32806092954946	0.184157979265405
ENSG00000272733	-0.756688616889579	0.449236436096956	-1.21808618489523	0.223191223199252	-1.01203190408351	0.311522799230043
ENSG00000189269	-0.703025318433006	0.482039971295541	-0.87570196616582	0.381192076203914	-0.789459443715475	0.429843524683572
ENSG00000234353	0.495077924599703	0.620545115813781	-0.355937065909434	0.721887696599774	0.417776424039729	0.676110589694359
ENSG00000244723	NA	NA	-2.40619099414976	0.0161198346557817	-2.40619099414976	0.0161198346557817
ENSG00000159496	-1.41692033422001	0.156506220655636	-1.79360540965931	0.0728761724851424	-1.64508337462241	0.0999526186073916
ENSG00000187792	NA	NA	-0.292858745042996	0.769630123623864	-0.292858745042996	0.769630123623864
ENSG00000169314	NA	NA	-1.38802326938925	0.165129959551148	-1.38802326938925	0.165129959551148
ENSG00000099956	-0.672715386560476	0.501128376878171	-2.3906425441091	0.0168189188994527	-2.12543071322063	0.0335506897802573
ENSG00000099958	NA	NA	NA	NA	NA	NA
ENSG00000133460	1.88207290158093	0.0598261180760749	2.06495276778336	0.0389274695466442	1.98466561082548	0.047181687303281
ENSG00000240972	0.824443400096536	0.409687663434709	1.30874717556773	0.19062000584786	1.10175433911928	0.270568486150699
ENSG00000218537	0.699734129506721	0.484093358110365	0.959431654041009	0.337341335055211	0.831542892258123	0.405667008063875
ENSG00000273295	0.6867579085708	0.492235298310894	1.19761119968849	0.231068413964186	0.966544400952685	0.333771840381925
ENSG00000225282	1.14902779352247	0.250544520288587	1.14135522504031	0.253722129354687	1.14520197613286	0.252125499962354
ENSG00000099974	1.12914581534204	0.258836326930797	NA	NA	1.12914581534204	0.258836326930797
ENSG00000272787	-0.928722644559828	0.353032842246671	NA	NA	-0.928722644559828	0.353032842246671
ENSG00000099977	0.847274405634842	0.396842189146012	0.727059689929215	0.467189390955139	0.787198108776123	0.431165904172616
ENSG00000235231	1.75339175974986	0.0795347844788126	NA	NA	1.75339175974986	0.0795347844788126
ENSG00000272955	1.65070914411059	0.0987979797638384	NA	NA	1.65070914411059	0.0987979797638384
ENSG00000184674	1.64930995726576	0.0990841507686106	2.1012903974911	0.0356154821746882	1.93873685708313	0.0525333882673987
ENSG00000099994	NA	NA	0.850751145824522	0.394907605201222	0.850751145824522	0.394907605201222
ENSG00000099998	NA	NA	-2.85327992125407	0.00432704878676419	-2.85327992125407	0.00432704878676419
ENSG00000128271	2.37522041034521	0.0175384737881296	1.07161347558494	0.283893678156766	2.12613147963164	0.0334923134389372
ENSG00000178803	1.33668439182816	0.181325678829383	1.49857553363178	0.133983783818978	1.42421508366204	0.15438421982525
ENSG00000100024	-1.26974300662884	0.204176188101273	-0.954232435627295	0.339965999560682	-1.12855630569602	0.259085051808258
ENSG00000100031	-0.387817874969339	0.698150816512755	-1.26969840447072	0.204192081368242	-0.834259333660777	0.404134862416204
ENSG00000215481	NA	NA	-0.14943238406376	0.881212459809956	-0.14943238406376	0.881212459809956
ENSG00000197077	NA	NA	0.410118780587623	0.681718816583721	0.410118780587623	0.681718816583721
ENSG00000272977	-0.340786915083187	0.73326400171411	-0.131865914392883	0.89509034951917	-0.193467905275934	0.846592539069279
ENSG00000100095	NA	NA	0.132466688506116	0.894615169519313	0.132466688506116	0.894615169519313
ENSG00000128203	0.599160329469245	0.549065974179706	0.223393505324592	0.823229258621542	0.344673473251952	0.730339862722954
ENSG00000100109	0.302473607034647	0.762291050288444	0.894961300473876	0.370807775707811	0.524234541204369	0.60011541915417
ENSG00000260065	0.320634369472998	0.748487488602045	0.506777510891337	0.612310937594449	0.398915986185365	0.689955109586794
ENSG00000213707	NA	NA	2.16019815515985	0.030757332923809	2.16019815515985	0.030757332923809
ENSG00000225783	0.655627764151319	0.512063657023454	0.624192926747109	0.532500891538874	0.639795910770382	0.522305291464651
ENSG00000244625	0.915758121386722	0.359793773086981	2.28591291185803	0.0222593539222444	2.02463824387496	0.0429045242212117
ENSG00000223704	-0.822004157720952	0.411074530594653	-1.2466753256893	0.212516569663314	-1.058964563943	0.289615918365933
ENSG00000235271	0.199919072799691	0.841543873614781	0.60154518911304	0.547476923071106	0.31965487118551	0.749229973708288
ENSG00000235954	1.59207577006788	0.111367680627725	0.54248021764151	0.587487731707594	1.23354289532169	0.217373283193988
ENSG00000100154	NA	NA	-1.10603588582394	0.268710987207727	-1.10603588582394	0.268710987207727
ENSG00000272858	-0.122429520800919	0.902558860144708	NA	NA	-0.122429520800919	0.902558860144708
ENSG00000183762	0.697480095758899	0.485502391567568	NA	NA	0.697480095758899	0.485502391567568
ENSG00000100263	0.325137057247508	0.74507734364285	0.410358088318054	0.681543286374999	0.364024881269206	0.715839429647174
ENSG00000185340	0.4977690298415	0.618646847104019	NA	NA	0.4977690298415	0.618646847104019
ENSG00000100296	-0.929546197697776	0.352606095246694	-0.154894754664089	0.876904288912033	-0.323267023314715	0.746493025951894
ENSG00000100319	NA	NA	0.854316882705087	0.392929435327615	0.854316882705087	0.392929435327615
ENSG00000184076	NA	NA	1.56360997872467	0.117909190007605	1.56360997872467	0.117909190007605
ENSG00000100325	0.216249061764831	0.828793612397474	0.27286279378323	0.78495868782538	0.241642184917065	0.809057431700766
ENSG00000100330	0.627505452504915	0.530327963179101	0.775493035021643	0.438048379508888	0.700122254538772	0.483850958791937
ENSG00000239282	-0.842775881985707	0.399353799001904	-0.443307465985544	0.657543356293085	-0.622357590548649	0.533706760234745
ENSG00000099995	NA	NA	0.620640829237286	0.534835969356416	0.620640829237286	0.534835969356416
ENSG00000187860	0.510196591389237	0.609913739966046	0.094024140082669	0.925089980667289	0.16662680806186	0.867663698798681
ENSG00000241528	0.281574140548849	0.778270071061993	-0.545552443981306	0.585373621586847	-0.382905935362602	0.701789510374618
ENSG00000100003	NA	NA	-0.300797924380012	0.763568591255443	-0.300797924380012	0.763568591255443
ENSG00000100012	0.271128507631882	0.786292196544166	0.697029904403493	0.485784079293371	0.421145997145704	0.673648475362071
ENSG00000100029	-1.59462476928662	0.110796170261971	-3.16119244830412	0.00157124649078449	-2.95761974648159	0.00310024306164552
ENSG00000100036	-2.15736413035327	0.0309773037731456	-1.82368421794547	0.0681998261473217	-2.02716651639646	0.0426453862057736
ENSG00000167065	-0.492128482817626	0.62262851802908	-0.66404409264181	0.506662090860913	-0.572668219633511	0.566869359424115
ENSG00000250318	-0.134974256795834	0.892632228150261	0.0988996863339302	0.92121791795562	-0.114224480259982	0.909059846468604
ENSG00000237977	1.84999434318692	0.0643143649105406	0.967616716924576	0.333235825305351	1.59026600346007	0.111774858299814
ENSG00000273387	NA	NA	-0.388290195971502	0.69780129171334	-0.388290195971502	0.69780129171334
ENSG00000138942	0.956866588803983	0.338634597001513	0.928044517328046	0.353384477890186	0.942533190156127	0.345919726762867
ENSG00000100100	NA	NA	-2.0995116353452	0.0357718232279799	-2.0995116353452	0.0357718232279799
ENSG00000198089	-0.870845478938535	0.38383852933039	-1.19515953054556	0.232024706760876	-1.04726857206286	0.294975726747783
ENSG00000241878	-1.50404230599702	0.132570473985038	-1.14144508364949	0.253684752602301	-1.35274903484841	0.176135819512534
ENSG00000128245	1.79809608604486	0.0721617823829417	0.266053391484258	0.790198089837328	1.32546873234304	0.18501573343191
ENSG00000205853	-0.114984668793099	0.908457273967596	1.53558975680332	0.124639028000683	0.464493017094623	0.642294561310128
ENSG00000100220	NA	NA	-0.0480299341916403	0.961692386094829	-0.0480299341916403	0.961692386094829
ENSG00000100284	2.55218797616576	0.0107048746022813	2.56065364204743	0.0104475455939547	2.55644938477644	0.0105746454105896
ENSG00000100297	NA	NA	1.40484096896919	0.160068573396377	1.40484096896919	0.160068573396377
ENSG00000100336	-0.315309586010617	0.752526607374401	NA	NA	-0.315309586010617	0.752526607374401
ENSG00000100345	NA	NA	1.5206139912587	0.128356733656184	1.5206139912587	0.128356733656184
ENSG00000100348	0.79322547785103	0.427646466061817	-0.921564247009096	0.356755914835806	-0.858168592341456	0.390799376110602
ENSG00000100350	-1.58336330023948	0.113338682758788	-1.79478109499512	0.0726885840135014	-1.70235992884975	0.0886879169093819
ENSG00000100360	0.449042103631356	0.65340128429104	0.0762056825088653	0.93925546184991	0.135047271394024	0.892574499471038
ENSG00000100362	NA	NA	-1.53996152693444	0.123569731706387	-1.53996152693444	0.123569731706387
ENSG00000100368	NA	NA	-0.24689272860503	0.804991243897446	-0.24689272860503	0.804991243897446
ENSG00000128309	1.95493292605696	0.0505909876267662	-0.551091304931476	0.58157108567513	1.63148551901261	0.102787912963578
ENSG00000100379	NA	NA	NA	NA	NA	NA
ENSG00000133466	0.500061110093577	0.61703204861925	1.09093963749142	0.275299444262024	0.794436028095376	0.426941637023046
ENSG00000183473	0.0473894876105881	0.962202807279894	0.607532875127716	0.543497332238217	0.0921192754166692	0.926603273999643
ENSG00000128340	NA	NA	1.64591044562848	0.0997821980572454	1.64591044562848	0.0997821980572454
ENSG00000100060	NA	NA	0.173290814342972	0.86242284355694	0.173290814342972	0.86242284355694
ENSG00000128283	1.28664182347588	0.198219159060086	0.797199747208625	0.425335032832694	1.07544891742971	0.282173790852651
ENSG00000100079	1.13079985587068	0.258139340632118	1.04608453065118	0.295522006680839	1.08957137878192	0.275901996474302
ENSG00000100083	NA	NA	1.00914585493251	0.312904689336048	1.00914585493251	0.312904689336048
ENSG00000100092	0.475667705559437	0.634311131792668	0.324438358803893	0.745606182802464	0.38977320712672	0.696704257551047
ENSG00000233360	-0.412056761159678	0.680297820023682	1.01499888922713	0.310106356991598	0.685340618500759	0.493129005982951
ENSG00000100106	1.0264530307514	0.304678092308319	1.63628286801354	0.101780399938027	1.41569610050991	0.156864500586759
ENSG00000189060	1.03920748602676	0.298708249646255	1.09771780635126	0.272327731911925	1.06897473621613	0.285081053460832
ENSG00000100116	1.30006170638787	0.193579820945865	1.15160899447082	0.249481783658392	1.23031879052656	0.218577750499994
ENSG00000100124	0.118148461697538	0.905950025439478	0.360289326018112	0.718630780701439	0.181845646988826	0.85570386057665
ENSG00000100151	-1.43133900980959	0.152333078885054	-0.517430474574403	0.604855690870869	-1.06557095287137	0.286617635682664
ENSG00000100156	NA	NA	1.19516791472081	0.232021431667059	1.19516791472081	0.232021431667059
ENSG00000184381	-0.00408229352028471	0.996742810074412	0.800243852849619	0.423569526727018	0.00818430036287118	0.99346994599976
ENSG00000185022	NA	NA	-0.26508796615453	0.790941697439276	-0.26508796615453	0.790941697439276
ENSG00000198792	0.27081202091532	0.786535613897207	0.500636604820104	0.616626895846655	0.359750878258511	0.719033440438666
ENSG00000244627	-2.4821208980403	0.0130602955649864	NA	NA	-2.4821208980403	0.0130602955649864
ENSG00000100196	NA	NA	0.595671018228731	0.551395022975046	0.595671018228731	0.551395022975046
ENSG00000100201	-0.669032965986276	0.503474449152251	-0.326213598630019	0.744262753452901	-0.461487090486391	0.644449181221057
ENSG00000100246	NA	NA	-1.08217107919561	0.279176516748255	-1.08217107919561	0.279176516748255
ENSG00000221890	-1.05510151417134	0.291378899610987	-1.83139765132792	0.0670412116202005	-1.58916284284906	0.112023632926461
ENSG00000183741	-1.64324129274161	0.100333019495894	-1.25792711604836	0.208418116070545	-1.48841263415095	0.136642106723679
ENSG00000128383	NA	NA	-0.718499570666663	0.472449312518932	-0.718499570666663	0.472449312518932
ENSG00000179750	-1.52567890086479	0.127089851608884	NA	NA	-1.52567890086479	0.127089851608884
ENSG00000244509	-0.878111365794701	0.379883285556558	-0.364839228167438	0.715231420636365	-0.577281082551885	0.563749590872419
ENSG00000128394	NA	NA	2.5446568619573	0.0109385169454502	2.5446568619573	0.0109385169454502
ENSG00000239713	1.13206536291874	0.257606955616794	1.78906450325364	0.0736044280243183	1.56807512557652	0.116863600856266
ENSG00000225720	-1.84037066784055	0.0657138367836464	2.2877845794313	0.0221500692953329	2.13000188218197	0.0331714579763456
ENSG00000100298	0.0818123809186388	0.934795910531472	2.10032315338489	0.0357004238736645	1.45551287645094	0.145527328090509
ENSG00000100311	NA	NA	-0.0730342264523513	0.94177888145564	-0.0730342264523513	0.94177888145564
ENSG00000100321	3.14992063135652	0.00163314823410772	3.53272869625391	0.000411294316547813	3.40687861214712	0.000657103440481003
ENSG00000128272	1.64448986539637	0.100075056012265	0.590198519193345	0.555057564793896	1.30423448451551	0.192153645493697
ENSG00000100346	NA	NA	1.87027535909606	0.0614455895147518	1.87027535909606	0.0614455895147518
ENSG00000225528	1.81367640960212	0.0697275590263531	1.83326153259552	0.0667636870647481	1.82359093982633	0.0682139373245915
ENSG00000133477	NA	NA	-1.7845956425687	0.0743269287266284	-1.7845956425687	0.0743269287266284
ENSG00000100359	NA	NA	-0.816085503929522	0.414451234211713	-0.816085503929522	0.414451234211713
ENSG00000128285	-0.674042989901201	0.500283982686037	-2.04604031653161	0.0407524042262125	-1.74941185122073	0.0802198537678798
ENSG00000196236	-0.036619687640073	0.970788245590955	-0.363243604674245	0.716422917092868	-0.0677386570878622	0.94599367606207
ENSG00000172404	NA	NA	0.440203970654024	0.659789384173551	0.440203970654024	0.659789384173551
ENSG00000100395	1.01045500219886	0.312277347579425	NA	NA	1.01045500219886	0.312277347579425
ENSG00000235513	NA	NA	0.924714276569733	0.355114551210759	0.924714276569733	0.355114551210759
ENSG00000100401	-0.388978807969338	0.697291823115848	-0.766841249400671	0.443175907820437	-0.549109758576811	0.582930128657815
ENSG00000167074	0.92790311417419	0.353457828880344	1.2544348336409	0.209683998089873	1.1081021927336	0.267817684099791
ENSG00000172346	NA	NA	2.04040815577996	0.0413096902656257	2.04040815577996	0.0413096902656257
ENSG00000100417	-0.231770699519186	0.816716115820538	-1.44800717833002	0.147615043035733	-0.792320910789925	0.428173581941328
ENSG00000100418	0.780825412395032	0.434905185553138	0.864800522887858	0.387148284119098	0.822995334468954	0.41051064657606
ENSG00000196419	NA	NA	-1.42987681185602	0.152752378306188	-1.42987681185602	0.152752378306188
ENSG00000167077	-0.0376085668428715	0.969999777402775	-0.323772447270968	0.746110317406016	-0.0684288814233282	0.945444231656267
ENSG00000100147	1.01986396764207	0.307792980458467	NA	NA	1.01986396764207	0.307792980458467
ENSG00000184068	1.15876200263467	0.246553209753148	0.990309746132227	0.322022744302803	1.07885170089296	0.280653842899739
ENSG00000100167	NA	NA	NA	NA	NA	NA
ENSG00000183066	0.447793498187156	0.654302236213724	-0.402914262738417	0.687011298510508	0.424560720143078	0.671156932496919
ENSG00000177096	-0.446871334731747	0.654967962074253	-0.949997773731046	0.34211338382574	-0.677446633248859	0.498122619146954
ENSG00000183172	-0.440930416817965	0.659263372565787	-0.690072734227851	0.490148448608834	-0.552889249828274	0.580339249096399
ENSG00000184983	-0.507939151720034	0.611496016607873	0.322483032664946	0.747086789739631	-0.40063318601487	0.688690208859868
ENSG00000270083	-1.27987216782185	0.200590097507162	-1.2915009401964	0.196530029300347	-1.28571635044362	0.198542072836617
ENSG00000237037	-0.436837821629204	0.662228967717915	-0.736921683390965	0.461169976979184	-0.570453676484422	0.568370032433017
ENSG00000100197	0.00847335766746834	0.993239319639382	0.0113913120219949	0.990911244573285	0.00971806227739627	0.992246230193423
ENSG00000205702	NA	NA	-1.17826926561778	0.238689276426881	-1.17826926561778	0.238689276426881
ENSG00000226450	-0.910809164880093	0.362395932696364	-1.222605674845	0.221478668701816	-1.08122771566561	0.279595832228401
ENSG00000100207	NA	NA	-0.448488288056341	0.653800836831015	-0.448488288056341	0.653800836831015
ENSG00000182057	-0.704149189291721	0.481339869855875	-0.771584922356884	0.440360307209615	-0.737716745913446	0.460686593844179
ENSG00000189306	-2.34284605703437	0.0191372774410222	-1.86784072439476	0.0617842751290786	-2.18003811775202	0.0292546361597272
ENSG00000182841	2.35409093447404	0.0185680681073072	2.20107090897546	0.0277310043560567	2.28617016202655	0.0222443056266616
ENSG00000202058	NA	NA	0.961703941573418	0.336198341860125	0.961703941573418	0.336198341860125
ENSG00000100227	-1.3225021506463	0.186000993686273	-0.975082393650353	0.329519391266105	-1.17042757079446	0.241828945810155
ENSG00000100243	NA	NA	-1.11313987579822	0.265648360051922	-1.11313987579822	0.265648360051922
ENSG00000128274	3.0782849395162	0.00208195741787749	2.59078651266256	0.00957568744762293	2.92719283733202	0.00342036733804295
ENSG00000242247	-0.305040144271827	0.76033557771395	-0.685372243479857	0.493109054584978	-0.449150604286871	0.653323017679576
ENSG00000100266	0.811515679575993	0.417069592257956	1.03659329728172	0.299925438371204	0.928311706492211	0.35324590337028
ENSG00000100290	NA	NA	-0.420431117148073	0.674170540214245	-0.420431117148073	0.674170540214245
ENSG00000100294	1.98067083336846	0.0476281996749562	0.973275843357373	0.330416225059432	1.71696990673927	0.0859846705765386
ENSG00000100300	1.1608938793886	0.245685058232626	0.401283124839926	0.688211686396803	0.765594579005331	0.443917571046751
ENSG00000100304	1.48949572416207	0.136356878458734	1.5513551091683	0.12081660685153	1.52146629998341	0.128142862033937
ENSG00000100347	-1.62485659219716	0.10419311922896	-1.46808642398489	0.142080748788881	-1.55325207760532	0.120362924191405
ENSG00000188677	0.192029597419151	0.847719021457782	0.248019774205323	0.804119107113114	0.216781114043148	0.828378930797619
ENSG00000138964	-1.53455330095145	0.124893591101649	-0.134036536522143	0.893373683133521	-0.565994156289379	0.571397753027435
ENSG00000188636	1.7235179345475	0.0847949047769909	2.42668895665242	0.0152373132397917	2.22791604023374	0.0258861143366593
ENSG00000241484	-1.8072046198526	0.0707303808870091	-2.40893923052724	0.0159989617123828	-2.22421229419787	0.0261341642770491
ENSG00000226328	-1.90342232645243	0.056985460042775	-2.97574370980723	0.00292279011947892	-2.77249275994442	0.00556287568638325
ENSG00000093000	1.03125754192994	0.302420063082313	-1.06335413495487	0.287621383907344	-1.04745115034321	0.294891551044285
ENSG00000100364	1.24825157789123	0.211938940857805	1.79030125279466	0.0734054949884747	1.59630674546131	0.11042032481499
ENSG00000100373	-0.767069936257497	0.443039935432385	-1.25975856558652	0.207756471102666	-1.04442262689883	0.296289899526116
ENSG00000100376	1.92353482609833	0.0544129171382242	1.83089514412129	0.0671161952701087	1.87999661599811	0.0601085391197792
ENSG00000128408	-1.83605327488861	0.0663497778429126	-1.96500272869175	0.0494139217254518	-1.90595432646959	0.0566561316758167
ENSG00000130638	0.516026622541893	0.605835815346745	-0.0743112179041687	0.940762751116125	0.135998770869122	0.891822252641565
ENSG00000197182	-0.453762190169879	0.65	0.230584585770491	0.817637543714152	-0.312471486809661	0.75468222922359
ENSG00000205643	-2.64279136727965	0.00822256843306444	-1.96116785060075	0.0498594458484327	-2.45402187782773	0.0141268386440951
ENSG00000075234	0.919227954270498	0.357976352450318	0.582455256994965	0.560260070986324	0.747649019328996	0.454671889061121
ENSG00000100416	NA	NA	-0.871867771937593	0.383280517103552	-0.871867771937593	0.383280517103552
ENSG00000075275	NA	NA	-1.00081313958761	0.316917155902672	-1.00081313958761	0.316917155902672
ENSG00000075240	-1.51987188675963	0.128543177380677	-2.29014164170678	0.0220131071067433	-2.07737004518839	0.0377674186993915
ENSG00000100422	-0.554153510622318	0.579473791379205	NA	NA	-0.554153510622318	0.579473791379205
ENSG00000260708	-2.40794750583012	0.0160424875469947	-0.208351089261522	0.834954843339119	-2.10739243784878	0.0350835765671527
ENSG00000188511	-0.535727926500038	0.592146600056897	-1.19844106562255	0.23074535349555	-0.887816662704483	0.374639378369534
ENSG00000213279	0.701757022937987	0.482830704864691	0.931950934012693	0.351361883211739	0.817971742866367	0.413373322490066
ENSG00000235111	NA	NA	0.721499593582102	0.470602190624871	0.721499593582102	0.470602190624871
ENSG00000100426	NA	NA	-0.659582538913569	0.509521762548489	-0.659582538913569	0.509521762548489
